Acute_oral_toxicity,group,smiles
1.715,training,c1ccc(C(N2CCOCC2)N2CCOCC2)cc1
2.9779999,training,C1CCC(N2CCOCC2)CC1
3.365,training,CCOP(=S)(OCC)SC1CCC2C=CCC1S2
1.0829999,training,CCOC(=O)CC[Si](OCC)(OCC)OCC
1.974,training,CC1(C)C(=O)N(CO)C(=O)N1CO
4.0320001,training,Oc1ccc(-c2ccccc2)cc1CN1CCOCC1
2.5250001,training,c1ccc(P(C2CCCCC2)C2CCCCC2)cc1
3.099,training,O=C1C=CCC2C3CCCN4CCCC(CN12)C34
1.962,training,C=C(C)[C@@H]1CC=C(C)C(=O)C1
1.39,training,CCO[SiH](Cl)OCC
1.899,training,COCCNC(=O)c1nc2c(N)nc(-c3ccccc3)nc2nc1NCCOC
2.1670001,training,O=[N+]([O-])c1cncn1CCN1CCOCC1
2.395,training,O=c1[nH]c(Cl)c(Cl)cc1Cl
2.175,training,ClC1CCC2SC1CCC2Cl
1.8839999,training,O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)O)cc2c1
1.795,training,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
3.1789999,training,Cc1c(CN2CCOC(c3ccccc3)C2C)c(=O)n(-c2ccccc2)n1C
4.967,training,COP(C)(=S)Oc1ccc(S(C)=O)c(C)c1
4.1339998,training,CCOP(=S)(OCC)SC1CCSC1
4.2179999,training,CC(=O)NNc1ccc(N)cc1
1.636,training,Cl/C=C(/Cl)c1ccccc1
1.753,training,C=COCCSCCCC
1.575,training,C=COCCSC
4.3800001,training,O=[N+]([O-])c1cc([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1
4.4299998,training,O=[N+]([O-])c1c(Cl)ccc2[nH]c(C(F)(F)F)nc12
4.6799998,training,O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2cc1Cl
3.5179999,training,O=[N+]([O-])c1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12
3.737,training,O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2c(Cl)c1Cl
3.921,training,O=[N+]([O-])c1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl
4.7600002,training,FC(F)(F)c1nc2c(Br)cc(Br)cc2[nH]1
1.8660001,training,Nc1cc(Cl)c([N+](=O)[O-])cc1Cl
2.1989999,training,NCC1CCCCO1
2.927,training,NC(=S)NC(=S)Nc1ccccc1
2.2,training,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4
2.4130001,training,O=[N+]([O-])OCC1CO1
1.887,training,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
2.138,training,CN(C)CCCNCCCN(C)C
3.1659999,training,O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1
2.0999999,training,CCC/C=C/C=O
1.369,training,CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1
3.007,training,CCCCOC(=O)CCCOc1ccc(Cl)cc1Cl
1.799,training,CC/C=C/CC=O
3.1329999,training,C/C=C(/C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C
2.733,training,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2
2.664,training,Cc1[nH]nc(Cl)c1[N+](=O)[O-]
2.757,training,CCSC(SCC)c1ccccc1OC(=O)NC
1.2309999,training,CCCCCCCCCCCCCCSC#N
3.7820001,training,COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3
3.1489999,training,CNC(=O)Oc1ccccc1C(OC)OC
1.215,training,N#C/C=C(\Cl)C#N
2.2420001,training,C#CCOCC#C
4.4460001,training,CNC(=O)/C=C(\C)OP(=O)(OC)OC
1.556,training,CCN(CC)C(=O)CCC(C)=O
1.784,training,O=C1C=Cc2cc(Br)ccc2C1=O
1.232,training,CCCCOCCC#N
2.313,training,O=C1C=CC(=O)N1C(=O)NCNC(=O)N1C(=O)C=CC1=O
2.296,training,Nc1ncnc2nccnc12
3.3340001,training,CNC(=O)Oc1ccccc1C1OCC(C)O1
3.951,training,CNC(=O)Oc1ccccc1C1OCCO1
3.4289999,training,CC1(C)CC(=O)CC(C)(C#N)C1
1.5470001,training,Cc1ccccc1C(=O)Nc1ccccc1
2.951,training,CCCCN(C)N=O
3.4530001,training,CNC(=O)Oc1ccccc1C1SCCS1
3.4519999,training,CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl
2.0450001,training,CCCCCCCCc1ccc(-c2ccccc2)cc1
2.552,training,CN(C)c1ccc(SC#N)cc1
1.53,training,O=C(Cl)c1ccc(Oc2ccc(C(=O)Cl)cc2)cc1
2.24,training,COc1cc(C(Cl)(Cl)Cl)cc(Cl)n1
1.995,training,NC(=O)C1c2ccccc2CCc2ccccc21
2.6159999,training,Cc1ccc(N=NN(C)C)cc1
2.7049999,training,CN(C)N=Nc1ccc(Cl)cc1
2.7809999,training,CN(C)N=Nc1ccc(C(=O)O)cc1
2.7130001,training,COc1ccc(N=NN(C)C)cc1
1.906,training,COc1ccccc1S
2.6819999,training,CN(C)N=Nc1ccccc1
2.0669999,training,CN(C)N=Nc1ccc([N+](=O)[O-])cc1
2.2520001,training,CCCc1cc[nH]n1
1.682,training,CC(=O)OCC(COc1ccccc1)OC(C)=O
1.4450001,training,C=CC(=O)OCCOCCCC
1.459,training,CC(C)COC(=O)/C=C/C(=O)OCC(C)C
1.8839999,training,CCNc1nc(Cl)nc(NC(C)CC)n1
1.965,training,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1
3.698,training,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1
1.772,training,NCCCOCCCCOCCCN
1.816,training,CCOP(=O)(O)CC
1.599,training,COc1ccc(CCl)cc1OC
3.3640001,training,CCC(C)c1cnc2nc(N)nc(N)c2c1C
3.0480001,training,Cc1nc(N)nc(N)c1-c1ccc(Br)cc1
2.4089999,training,C=CCNC(=S)Nc1ccccc1
3.2290001,training,Cc1cccc(C)c1NC1=NCCCS1
1.173,training,CCCCCCCC(=O)NO
2.987,training,CCCCCCCCN(C)C
3.7079999,training,CC(=O)N(C)N=O
1.45,training,CCCCOCCC(=O)O
0.97799999,training,CCCCC(CC)COC(=O)C(CC)CCCC
3.26,training,Clc1ccc(C(Cl)(Cl)c2ccc(Cl)cc2)cc1
1.67,training,CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC
1.974,training,CC1(COCC2(C)CO2)CO1
2.257,training,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21
2.4089999,training,CCOC(C(=O)O)(c1ccccc1)c1ccccc1
3.7590001,training,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1
3.4979999,training,CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl
3.1259999,training,CC(C)CCCC(C)NN
1.78,training,CO[Si](CCS)(OC)OC
2.05,training,C=CCC1CC(=O)OC1=O
1.454,training,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
1.766,training,CCC(=O)OCc1ccc(OC)cc1
2.187,training,Cc1cn[nH]c1
2.641,training,CN(C1CCCCC1)C1CCCCC1
1.781,training,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
3.2590001,training,CN(N=O)C(=O)C(=O)N(C)N=O
2.6659999,training,O=NN1CCc2ccccc21
2.2650001,training,CCCP(c1ccccc1)c1ccccc1
2.2980001,training,CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1
2.5510001,training,CC(NNC(=O)c1ccccc1)c1ccccc1
2.829,training,CCCCC(CC)COC(=O)CS
1.77,training,Cn1c([N+](=O)[O-])cnc1COC(N)=O
2.3870001,training,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(C[C@@H](O)CC3OC3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O
4.77,training,FC(F)(F)c1nc2c(Br)c(Br)c(Br)cc2[nH]1
4.1929998,training,Clc1nc(Cl)c(Cl)[nH]1
2.7750001,training,CC(C)NCC(O)c1ccc(O)c(O)c1
3.3570001,training,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
1.854,training,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
2.017,training,CCC1C(c2ccccc2)=CCC(C(=O)O)C1C
3.9130001,training,COP(=O)(OC)O/C(C)=C\C(=O)OC(C)c1ccccc1
3.0139999,training,Cc1ccc(N)cc1Br
2.4100001,training,CCOP(O)(=S)CC
2.734,training,CCN1CN(CC)CN(CC)C1
1.163,training,CCCCCCCCCc1cc(C)cc(Cc2cc(C)cc(CCCCCCCCC)c2O)c1O
2.2160001,training,C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1O
1.296,training,CCC(Cl)(Cl)Cl
2.665,training,O=CC(Cl)(Cl)CCl
2.0420001,training,CCOCCC(OCC)OCC
1.29,training,CCCC(C)COC(C)=O
2.243,training,C=CC(=O)OCCOCCC#N
2.0929999,training,CCC(CC)COCCOC(=O)CCCCC(=O)OCCOCC(CC)CC
1.728,training,CC(C)OC(=O)CCCCCCN
1.489,training,O=C(O)CCC(=O)OC1CCCCC1
1.748,training,CCC(CC)COC(=O)CCCCC(=O)OCC(CC)CC
1.591,training,COC(C)CC(=O)O
1.892,training,CC(NC(C)c1ccccc1)c1ccccc1
2.3699999,training,CCCCC(CC)CCC(C)N
2.0550001,training,COc1ccc(C(C)=O)cc1C
2.322,training,C=C(CO)C(=O)OCC
1.854,training,CCOc1ccc(C=O)cc1
1.752,training,C=CCc1ccc(OC=O)c(OC)c1
1.274,training,NCCOS(N)(=O)=O
0.69099998,training,CCCCOC(=O)CC(SC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC
2.3369999,training,C1COC(OCC2CO2)C(OCC2CO2)O1
3.4319999,training,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2
1.942,training,CCCCCCOCCOC(=O)CCC(=O)OCCOCCCCCC
1.9960001,training,CC(O[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1
4.4109998,training,CON(C)C(=O)CC(SP(=S)(OC)OC)C(=O)N(C)OC
1.5420001,training,CC(C)CCOC(CO)CC(C)C
0.991,training,C=C(C)C(=O)OCC(CCCC)CCCCCC
1.9809999,training,CC(C)c1ccc(CCO)cc1
1.971,training,CC(C)OC(=O)/C=C\C(=O)OC(C)C
1.818,training,CCCCCOC(=O)/C=C\C(=O)OCCCCC
1.858,training,O=C(O)/C=C/C(=O)OCCOCCO
1.669,training,CC(O)COC(=O)/C=C/C(=O)O
2.6730001,training,CCCCNC1CCCCC1
2.2379999,training,CCC(C)N1C(=O)c2ccccc2C1=O
1.177,training,CCOC(=O)CCC#N
1.882,training,Cl[Si](Cl)(Cl)C1CC=CCC1
2.5480001,training,C1CCC(OC2CCCC2)C1
1.9299999,training,CCCCC(CC)CNc1ccccc1
1.316,training,CCCCC(/C=C/C(C)=O)CC
1.6390001,training,CCCC(C)COCCO
1.132,training,CCOC(=O)CCC=O
2.1389999,training,CCCCCCCc1cc(C)c(O)c(C)c1
2.52,training,CCCCOC(=O)C1OC1C
1.322,training,CCOCCOCCCO
1.012,training,CCNC(=O)CC(C)=O
1.357,training,O=C(CCO)OCCc1ccccc1
1.381,training,CC(CN)NCCO
3.1489999,training,ClCCO[SiH](OCCCl)OCCCl
1.842,training,CCCCC(CC)OCCOCCO
2.0009999,training,COC(C)CC(OC)OC
2.855,training,CC(=O)OC(OC(C)=O)C(Cl)CCl
2.2219999,training,CCOCCOc1ccc(Cl)cc1Cl
2.9000001,training,O=CC(Cl)CCl
2.6860001,training,CC1CC(C)OP(=O)(Cl)O1
2.908,training,CCCC1OP(=S)(Cl)OCC1CC
1.598,training,CCOC(=O)CCCCCCl
2.4130001,training,C=C(Cl)c1ccc([N+](=O)[O-])cc1
2.2030001,training,CCOCC(Cl)C(OCC)OCC
1.937,training,C/C=C/C(=O)OC(/C=C/C)OC(=O)/C=C/C
1.728,training,CC(CC(C)(C)O)OCCC#N
2.2409999,training,C=COCC(C)CCCC(C)CC(C)C
1.9400001,training,CC(Cl)(C=O)CCl
1.147,training,CC(C)CC(O)CC(CC(C)C)CC(C)C
1.092,training,COCCOC(=O)N(CO)CO
1.2,training,C=COCCOCCOCC
1.075,training,N#CCCOCCOCCO
1.574,training,CCCC(C)COCCOCCO
0.85299999,training,CCCCC(CC)COCC(CC)CCCC
1.5599999,training,COCCC(C)OC
1.738,training,COCCOC(C)OCCOC
2.2190001,training,C1CC2CC1CC2CNCC1CC2CCC1C2
1.368,training,CC(N)CNCCCO
4.3730001,training,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O
2.77,training,O=C(CS)OCCCCOC(=O)CS
1.571,training,CCCCC(CC)COCCC#N
2.4749999,training,CC1COC(C(Cl)CCl)O1
1.8,training,CCC(CC)COCCC#N
2.6199999,training,CC(C)(CO)C(O)C#N
1.842,training,COCCOC(=O)/C=C\C(=O)OCCOC
2.566,training,S=P(OCCCl)(OCCCl)OCCCl
2.5929999,training,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)NC(=O)/C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
1.522,training,COCCOC(=O)CC#N
2.562,training,CNCCCC12CCC(c3ccccc31)c1ccccc12
4.2750001,training,COP(N)(=O)SC
4.4920001,training,CCOP(N)(=O)SC
1.2539999,training,CC(=O)Nc1cccc(NC(C)=O)c1
1.862,training,CCC(CC)C(=O)N/C(=C\c1ccc(OC)cc1)C(=O)O
1.76,training,CC(C)(O)C(=O)OCCc1ccccc1
3.339,training,COP(=S)(OC)SC(CBr)N1C(=O)c2ccccc2C1=O
4.3860002,training,CCOP(=S)(OCC)SC(CBr)N1C(=O)c2ccccc2C1=O
1.502,training,COCC=O
2.4890001,training,O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr
2.0840001,training,O=C=NCC1CCC(CN=C=O)CC1
1.618,training,CC(=O)OCC(C)c1ccccc1
1.781,training,CCC(C)(O)CCc1ccccc1
2.1159999,training,NC(=O)C1c2ccccc2C=Cc2ccccc21
2.711,training,ClCC(Cl)=C(Cl)Cl
1.8279999,training,CC(C)=CC1C(C(=O)O)C1(C)C
3.0680001,training,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
2.506,training,CC(Br)(CCl)CBr
2.576,training,C=C(C)C(OC(C)=O)OC(C)=O
2.5840001,training,CCCCCCCCCCCCC(Br)C(=O)O
1.957,training,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
2.1619999,training,NCCCNCCNCCCN
3.6600001,training,COP(=S)(OC)SC(CCl)N1C(=O)c2ccccc2C1=O
2.454,training,CCCCCN(N=O)C(N)=O
2.9909999,training,CCN(C)N=O
1.475,training,COC(=O)Nc1nc2ccccc2[nH]1
1.283,training,CC1=C(C(C)C)CCCC1
4.993,training,CCC(C)CC(C)/C=C(\C)C1OC(c2c(O)n(C)cc(C3C(O)C(O)C(O)C3O)c2=O)CC=C1C
1.471,training,O=C1CCCCC1Cc1ccc2c(c1)OCO2
1.923,training,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1
2.0179999,training,O=C=NCCOC(=O)OCCN=C=O
2.4460001,training,N#C/C=C/CCC#N
2.9760001,training,O=C(NNCc1ccccc1)c1ccccn1
2.562,training,CC1(CO)CN(c2ccccc2)NC1=O
1.9400001,training,CC(=O)OCCC(Cl)C(C)=O
2.533,training,CCN(CC)N=Nc1ccccc1
3.122,training,C#CC(=O)/C=C/C
2.253,training,CC(=O)Nc1ccc2c(c1)OCO2
4.027,training,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1
5.256,training,CCOP(=S)(OCC)SCSC(C)(C)C
2.694,training,CCCCC(CC)(C(=O)OCC)C(=O)OCCN(CC)CC
3.125,training,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1
1.46,training,ClCC(Cl)(Cl)CCl
2.3610001,training,CN1C(=O)C2C=CC1c1ccccc12
3.8659999,training,CCNC(=O)/C(Cl)=C(\C)OP(=O)(OC)OC
2.622,training,O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1
3.8529999,training,CCCSP(=O)(OCC)SCCC
2.904,training,CC(C)(C)C(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
1.937,training,O=c1[nH]c2nc[nH]c(=O)c2[nH]1
1.308,training,COc1ccc(N)c(S(=O)(=O)O)c1
1.335,training,CS(=O)(=O)c1ccc(N)c(Cl)c1
1.327,training,CC(C)CCCC(C)(C)O
2.027,training,CCCCCN(CCCCC)N=O
3.0350001,training,CCCCCN(C)N=O
3.5339999,training,CN(CCc1ccccc1)N=O
3.056,training,C=CN(CC)N=O
1.64,training,CC(=O)OCCN(CCOC(C)=O)N=O
2.3759999,training,CN(N=O)C1CCS(=O)(=O)C1
3.6159999,training,CCN(Cc1ccncc1)N=O
2.3940001,training,NCCCNCCCNCCCNCCCN
1.5880001,training,CC(Cl)CCC(C)Cl
2.596,training,CCOP(=O)(OCC)SCc1ccccc1
3.109,training,CCOP(=S)(OCC)SCc1cccc([N+](=O)[O-])c1
3.507,training,CCOP(=S)(OCC)SCc1ccc([N+](=O)[O-])cc1
1.3789999,training,COC(=O)c1cc(C(=O)OC)cc([N+](=O)[O-])c1
2.7190001,training,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
2.5450001,training,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
1.851,training,Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O
2.3900001,training,CCCCCCCCCCCCCCCCCCNC(C)C
1.563,training,CCOC(=O)CN(C)N=O
2.5139999,training,CCCCNCC
1.495,training,CC(C)COC(=O)CC#N
2.8929999,training,C=CCOC(=O)CC#N
1.42,training,CCCCCCOC(=O)CC#N
3.6960001,training,CCCSP(C)(=S)OP(C)(=S)SCCC
2.3329999,training,c1ccc(-n2cncn2)cc1
2.102,training,O=C(OCC1CO1)c1ccccc1
1.4529999,training,CC1=CCC2C(C1)C2(C)C
2.2920001,training,CCC(C)(C#N)N=NC(C)(C#N)CC
2.619,training,CC[N+]1(C)CCCC(OC(=O)C([O-])(c2ccccc2)c2ccccc2)C1
1.676,training,c1cc2c(cc1C1CO1)O2
1.993,training,CCO[Si](C)(C)CCl
3.0739999,training,N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)N
2.9749999,training,CC(C)NCC(O)COc1cccc2[nH]ccc12
2.2219999,training,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
2.3889999,training,CC(C)(C)C(=O)CCl
1.975,training,COCC(O)Cn1ccnc1[N+](=O)[O-]
1.567,training,O=[N+]([O-])c1nccn1CC(O)CO
1.4170001,training,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl
2.148,training,c1cc(CC2CO2)c(OCC2CO2)c(CC2CO2)c1
1.855,training,O=C(O)c1cccc2c(Cl)ccc(C(=O)O)c12
3.921,training,COC(=O)N(CCCl)N=O
1.742,training,CO[PH](=O)O
4.0599999,training,CCOP(=S)(OCC)Oc1cnc2ccccc2n1
2.4779999,training,COP(=S)(OC)Oc1cnc2ccccc2n1
2.5969999,training,CN(C)C(=N)Nc1cccc(Cl)c1
2.148,training,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1
2.3670001,training,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
1.495,training,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
1.876,training,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
3.066,training,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
2.0190001,training,O=[N+]([O-])c1ccc(Oc2c(F)cc(Cl)cc2Cl)cc1
2.2360001,training,Cc1nccn1Cc1ccccc1
2.273,training,CCN(CC)CCSC(=S)N1c2ccccc2Sc2ccccc21
2.48,training,Cc1cc(Cl)ccc1OC(C)C(=O)N(C)C
2.5179999,training,CNC(=O)Oc1ccc(CCC#N)cc1
3.22,training,CNC(=O)Oc1cccc2c1OCCO2
2.5710001,training,CNC(=O)Oc1ccc(CC#N)cc1
2.7809999,training,CCC(=O)Nc1ncc(Cl)s1
1.571,training,CC(C)c1ccc(C#N)cc1
2.381,training,CN(C)CCOCCOC(=O)C1(c2ccccc2)CCCC1
1.5,training,C=C(C)C(=O)OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C
2.3139999,training,O=C(OCC(O)C1COc2ccccc2O1)N1CCOCC1
2.2939999,training,CC(C)CNC(=O)OCC(O)C1COc2ccccc2O1
2.2939999,training,CCCCNC(=O)OCC(O)C1COc2ccccc2O1
2.273,training,CC(C)NC(=O)OCC(O)C1COc2ccccc2O1
2.273,training,CCCNC(=O)OCC(O)C1COc2ccccc2O1
2.27,training,O=C(NC1CC1)OCC(O)C1COc2ccccc2O1
2.089,training,CCCSC(=O)Cl
1.97,training,CC1CCC(N)CC1N
2.3050001,training,CCOC(=S)c1ccc(Cl)cc1
2.4749999,training,CCc1ncc(C)nc1C
3.237,training,CC(C)(C)c1cc(C2C(=O)c3ccccc3C2=O)cc(C(C)(C)C)c1
2.8410001,training,CCOC(=O)NS(=O)(=O)c1ccc(Cl)cc1
2.6819999,training,CCC(C)N
4.7649999,training,COP(=S)(Oc1ccc([N+](=O)[O-])cc1)OC(C)C
3.0369999,training,O=NN1CN(N=O)CN(N=O)C1
2.3629999,training,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1
2.6589999,training,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
1.717,training,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1
2.967,training,O=S1(=O)CCC(Br)C1
2.3299999,training,C[C@@H]1CCCCN1N=O
3.0009999,training,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
1.806,training,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl
2.5569999,training,CCN(CC)C(=S)N/N=C/c1ccc([N+](=O)[O-])o1
2.5539999,training,O=[N+]([O-])c1ccc(/C=N/NC(=S)N2CCCC2)o1
2.5739999,training,CN1CCN(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1
2.7950001,training,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
3.9920001,training,COP(=O)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1
4.598,training,CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)c(C)c1
1.687,training,Cc1cc(O)ccc1S(C)=O
3.266,training,N#CS/C=C/SC#N
1.875,training,ClC1=C(Cl)C2(Cl)C3CC(Cl)CC3C1(Cl)C2(Cl)Cl
1.816,training,COC(=O)/C=C(\C)N
3.2130001,training,COP(=S)(OC)SC(C(=O)OC(C)C)c1ccccc1
2.457,training,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1
1.372,training,C=C(C)C(=O)OCCSCC
3.194,training,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21
2.4189999,training,CNC(=O)Oc1ccc(NC(C)=O)cc1
1.425,training,Cc1cc(O)ccc1S(C)(=O)=O
2.335,training,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
2.6689999,training,CC(C)=CC1C(C(=O)Cl)C1(C)C
2.7679999,training,CCCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-]
3.3740001,training,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
1.948,training,NCC1CC2CCC1C2
2.4890001,training,COC(=O)c1c(Cl)c(Cl)c(C(=O)N(C)OC)c(Cl)c1Cl
5.1360002,training,[O-][N+]1=NC2CC1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
3.3929999,training,NP(=S)(N1CC1)N1CC1
1.78,training,Cc1ccccc1Oc1cccnn1
1.719,training,NC(=O)Cc1c([O-])on[n+]1Cc1ccccc1
2.3559999,training,C=CCOc1ccccc1C(N)=O
3.181,training,C=CCC(CCN(CC)CC)(C(=O)OCC)c1ccccc1
1.757,training,CCCC(=O)Oc1ccc(OC)cc1
3.256,training,CNC(=O)Oc1cccc2ccc(C)nc12
1.54,training,CCOC(C)C#N
4.052,training,O=[N+]([O-])c1ccc(OP(=O)(OCCCCl)OCCCCl)cc1
3.3329999,training,CC(Cl)COP(=O)(OCC(C)Cl)Oc1ccc([N+](=O)[O-])cc1
3.983,training,C=C(Cl)COP(C)(=S)Oc1ccc([N+](=O)[O-])cc1
2.181,training,Cc1cnc(C)c(C)n1
2.8640001,training,CCOC(=O)NNc1nncc2ccccc12
4.3400002,training,O=[N+]([O-])c1cccc2[nH]c(C(F)(F)F)nc12
4.164,training,FC(F)(F)c1nc2c(I)cc(I)cc2[nH]1
4.3600001,training,O=[N+]([O-])c1c(Br)ccc2[nH]c(C(F)(F)F)nc12
5.0799999,training,FC(F)(F)c1nc2c(Cl)c(Br)c(Br)c(Cl)c2[nH]1
4.7399998,training,FC(F)(F)c1nc2c(Br)c(Br)c(Cl)c(Br)c2[nH]1
2.7809999,training,CC(OCCCl)OCCCl
2.697,training,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
1.646,training,Cc1cc(C)n(CCO)c(=O)n1
2.3659999,training,CCOC(=O)/C=C/c1ccc2c(c1)OCO2
2.309,training,O=c1[nH]c2cc(Br)ccc2o1
2.095,training,CCc1cc(=O)c2ccccc2o1
1.7410001,training,O=C1OC(=O)C2CC(Cl)=CCC12
